,CountryName,CountryCode,Date,C1_School closing,C1_Flag,C2_Workplace closing,C2_Flag,C3_Cancel public events,C3_Flag,C4_Restrictions on gatherings,C4_Flag,C5_Close public transport,C5_Flag,C6_Stay at home requirements,C6_Flag,C7_Restrictions on internal movement,C7_Flag,C8_International travel controls,E1_Income support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,M1_Wildcard,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,StringencyLegacyIndex,StringencyLegacyIndexForDisplay,GovernmentResponseIndex,GovernmentResponseIndexForDisplay,ContainmentHealthIndex,ContainmentHealthIndexForDisplay,EconomicSupportIndex,EconomicSupportIndexForDisplay
7668,Dominican Republic,DOM,20200501,3,1,3,1,2,1,3,1,2,1,3,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,,6972,301,97.22,97.22,100,100,80.13,80.13,90.15,90.15,25,25
7669,Dominican Republic,DOM,20200502,3,1,3,1,2,1,3,1,2,1,3,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,,7288,313,97.22,97.22,100,100,80.13,80.13,90.15,90.15,25,25
7670,Dominican Republic,DOM,20200503,3,1,3,1,2,1,3,1,2,1,3,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,,7578,326,97.22,97.22,100,100,80.13,80.13,90.15,90.15,25,25
7671,Dominican Republic,DOM,20200504,3,1,3,1,2,1,3,1,2,1,3,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,,7954,333,97.22,97.22,100,100,80.13,80.13,90.15,90.15,25,25
7672,Dominican Republic,DOM,20200505,3,1,3,1,2,1,3,1,2,1,3,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,,8235,346,97.22,97.22,100,100,80.13,80.13,90.15,90.15,25,25
7673,Dominican Republic,DOM,20200506,3,1,3,1,2,1,3,1,2,1,3,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,,8480,354,97.22,97.22,100,100,80.13,80.13,90.15,90.15,25,25
7674,Dominican Republic,DOM,20200507,3,1,3,1,2,1,3,1,2,1,3,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,,8807,362,97.22,97.22,100,100,80.13,80.13,90.15,90.15,25,25
7675,Dominican Republic,DOM,20200508,3,1,3,1,2,1,3,1,2,1,3,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,,9095,373,97.22,97.22,100,100,80.13,80.13,90.15,90.15,25,25
7676,Dominican Republic,DOM,20200509,3,1,3,1,2,1,3,1,2,1,3,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,,9376,380,97.22,97.22,100,100,80.13,80.13,90.15,90.15,25,25
7677,Dominican Republic,DOM,20200510,3,1,3,1,2,1,3,1,2,1,3,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,,9882,385,97.22,97.22,100,100,80.13,80.13,90.15,90.15,25,25
7678,Dominican Republic,DOM,20200511,3,1,3,1,2,1,3,1,2,1,3,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,,10347,388,97.22,97.22,100,100,80.13,80.13,90.15,90.15,25,25
7679,Dominican Republic,DOM,20200512,3,1,3,1,2,1,3,1,2,1,3,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,,10634,393,97.22,97.22,100,100,80.13,80.13,90.15,90.15,25,25
7680,Dominican Republic,DOM,20200513,3,1,3,1,2,1,3,1,2,1,3,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,,10900,402,97.22,97.22,100,100,80.13,80.13,90.15,90.15,25,25
7681,Dominican Republic,DOM,20200514,3,1,3,1,2,1,3,1,2,1,3,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,,11196,409,97.22,97.22,100,100,80.13,80.13,90.15,90.15,25,25
7682,Dominican Republic,DOM,20200515,3,1,3,1,2,1,3,1,2,1,3,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,,11320,422,97.22,97.22,100,100,80.13,80.13,90.15,90.15,25,25
7683,Dominican Republic,DOM,20200516,3,1,3,1,2,1,3,1,2,1,3,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,,11739,424,97.22,97.22,100,100,80.13,80.13,90.15,90.15,25,25
7684,Dominican Republic,DOM,20200517,3,1,3,1,2,1,3,1,2,1,3,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,,11893,424,97.22,97.22,100,100,80.13,80.13,90.15,90.15,25,25
7685,Dominican Republic,DOM,20200518,3,1,3,1,2,1,3,1,2,1,2,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,,12314,428,93.52,93.52,100,100,77.56,77.56,87.12,87.12,25,25
7686,Dominican Republic,DOM,20200519,3,1,3,1,2,1,3,1,2,1,2,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,,12725,434,93.52,93.52,100,100,77.56,77.56,87.12,87.12,25,25
7687,Dominican Republic,DOM,20200520,3,1,2,1,2,1,3,1,1,1,2,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,,13223,441,84.26,84.26,91.67,91.67,71.15,71.15,79.55,79.55,25,25
7688,Dominican Republic,DOM,20200521,3,1,2,1,2,1,3,1,1,1,2,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,,13477,446,84.26,84.26,91.67,91.67,71.15,71.15,79.55,79.55,25,25
7689,Dominican Republic,DOM,20200522,3,1,2,1,2,1,3,1,1,1,2,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,,13657,448,84.26,84.26,91.67,91.67,71.15,71.15,79.55,79.55,25,25
7690,Dominican Republic,DOM,20200523,3,1,2,1,2,1,3,1,1,1,2,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,,13989,456,84.26,84.26,91.67,91.67,71.15,71.15,79.55,79.55,25,25
7691,Dominican Republic,DOM,20200524,3,1,2,1,2,1,3,1,1,1,2,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,,14422,458,84.26,84.26,91.67,91.67,71.15,71.15,79.55,79.55,25,25
7692,Dominican Republic,DOM,20200525,3,1,2,1,2,1,3,1,1,1,2,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,,14422,458,84.26,84.26,91.67,91.67,71.15,71.15,79.55,79.55,25,25
7693,Dominican Republic,DOM,20200526,3,1,2,1,2,1,3,1,1,1,2,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,,15073,460,84.26,84.26,91.67,91.67,71.15,71.15,79.55,79.55,25,25
7694,Dominican Republic,DOM,20200527,3,1,2,1,2,1,3,1,1,1,2,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,,15264,468,84.26,84.26,91.67,91.67,71.15,71.15,79.55,79.55,25,25
7695,Dominican Republic,DOM,20200528,3,1,2,1,2,1,3,1,1,1,2,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,,15723,474,84.26,84.26,91.67,91.67,71.15,71.15,79.55,79.55,25,25
7696,Dominican Republic,DOM,20200529,3,1,2,1,2,1,3,1,1,1,2,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,,16068,485,84.26,84.26,91.67,91.67,71.15,71.15,79.55,79.55,25,25
7697,Dominican Republic,DOM,20200530,3,1,2,1,2,1,3,1,1,1,2,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,,16531,488,84.26,84.26,91.67,91.67,71.15,71.15,79.55,79.55,25,25
7698,Dominican Republic,DOM,20200531,3,1,2,1,2,1,3,1,1,1,2,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,,16908,498,84.26,84.26,91.67,91.67,71.15,71.15,79.55,79.55,25,25
7699,Dominican Republic,DOM,20200601,3,1,2,1,2,1,3,1,0,,2,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,,17285,502,78.7,78.7,82.14,82.14,67.31,67.31,75,75,25,25
7700,Dominican Republic,DOM,20200602,3,1,2,1,2,1,3,1,0,,2,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,,17572,502,78.7,78.7,82.14,82.14,67.31,67.31,75,75,25,25
7701,Dominican Republic,DOM,20200603,3,1,2,1,2,1,3,1,0,,2,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,,17752,515,78.7,78.7,82.14,82.14,67.31,67.31,75,75,25,25
7702,Dominican Republic,DOM,20200604,3,1,2,1,2,1,3,1,0,,2,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,,18040,516,78.7,78.7,82.14,82.14,67.31,67.31,75,75,25,25
7703,Dominican Republic,DOM,20200605,3,1,2,1,2,1,3,1,0,,2,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,,18319,520,78.7,78.7,82.14,82.14,67.31,67.31,75,75,25,25
7704,Dominican Republic,DOM,20200606,3,1,2,1,2,1,3,1,0,,2,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,,18708,525,78.7,78.7,82.14,82.14,67.31,67.31,75,75,25,25
7705,Dominican Republic,DOM,20200607,3,1,2,1,2,1,3,1,0,,2,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,,19195,536,78.7,78.7,82.14,82.14,67.31,67.31,75,75,25,25
7706,Dominican Republic,DOM,20200608,3,1,2,1,2,1,3,1,0,,2,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,,19600,538,78.7,78.7,82.14,82.14,67.31,67.31,75,75,25,25
7707,Dominican Republic,DOM,20200609,3,1,2,1,2,1,3,1,0,,2,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,,20126,539,78.7,78.7,82.14,82.14,67.31,67.31,75,75,25,25
7708,Dominican Republic,DOM,20200610,3,1,2,1,2,1,3,1,0,,2,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,,20415,544,78.7,78.7,82.14,82.14,67.31,67.31,75,75,25,25
7709,Dominican Republic,DOM,20200611,3,1,2,1,2,1,3,1,0,,2,1,2,1,4,1,1,0,0,0,2,1,2,1,0,0,,20808,550,78.7,78.7,82.14,82.14,67.31,67.31,75,75,25,25
7710,Dominican Republic,DOM,20200612,,,,,,,,,,,,,,,,,,,,,,,,,,,,21437,561,,78.7,,82.14,,67.31,,75,,25
7711,Algeria,DZA,20200101,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7712,Algeria,DZA,20200102,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7713,Algeria,DZA,20200103,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7714,Algeria,DZA,20200104,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7715,Algeria,DZA,20200105,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7716,Algeria,DZA,20200106,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7717,Algeria,DZA,20200107,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7718,Algeria,DZA,20200108,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7719,Algeria,DZA,20200109,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7720,Algeria,DZA,20200110,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7721,Algeria,DZA,20200111,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7722,Algeria,DZA,20200112,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7723,Algeria,DZA,20200113,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7724,Algeria,DZA,20200114,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7725,Algeria,DZA,20200115,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7726,Algeria,DZA,20200116,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7727,Algeria,DZA,20200117,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7728,Algeria,DZA,20200118,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7729,Algeria,DZA,20200119,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7730,Algeria,DZA,20200120,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7731,Algeria,DZA,20200121,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7732,Algeria,DZA,20200122,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7733,Algeria,DZA,20200123,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7734,Algeria,DZA,20200124,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7735,Algeria,DZA,20200125,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7736,Algeria,DZA,20200126,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7737,Algeria,DZA,20200127,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7738,Algeria,DZA,20200128,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7739,Algeria,DZA,20200129,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7740,Algeria,DZA,20200130,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7741,Algeria,DZA,20200131,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7742,Algeria,DZA,20200201,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7743,Algeria,DZA,20200202,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7744,Algeria,DZA,20200203,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7745,Algeria,DZA,20200204,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7746,Algeria,DZA,20200205,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7747,Algeria,DZA,20200206,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7748,Algeria,DZA,20200207,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7749,Algeria,DZA,20200208,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7750,Algeria,DZA,20200209,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7751,Algeria,DZA,20200210,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7752,Algeria,DZA,20200211,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7753,Algeria,DZA,20200212,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7754,Algeria,DZA,20200213,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7755,Algeria,DZA,20200214,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7756,Algeria,DZA,20200215,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7757,Algeria,DZA,20200216,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7758,Algeria,DZA,20200217,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7759,Algeria,DZA,20200218,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7760,Algeria,DZA,20200219,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7761,Algeria,DZA,20200220,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7762,Algeria,DZA,20200221,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7763,Algeria,DZA,20200222,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7764,Algeria,DZA,20200223,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7765,Algeria,DZA,20200224,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7766,Algeria,DZA,20200225,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
7767,Algeria,DZA,20200226,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0
7768,Algeria,DZA,20200227,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0
7769,Algeria,DZA,20200228,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0
7770,Algeria,DZA,20200229,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0
7771,Algeria,DZA,20200301,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0
7772,Algeria,DZA,20200302,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0
7773,Algeria,DZA,20200303,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0
7774,Algeria,DZA,20200304,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,0,,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0
7775,Algeria,DZA,20200305,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,1,1,0,0,0,0,,12,0,5.56,5.56,9.52,9.52,3.85,3.85,4.55,4.55,0,0
7776,Algeria,DZA,20200306,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,1,1,0,0,0,0,,17,0,5.56,5.56,9.52,9.52,3.85,3.85,4.55,4.55,0,0
7777,Algeria,DZA,20200307,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,1,1,0,0,0,0,,17,0,5.56,5.56,9.52,9.52,3.85,3.85,4.55,4.55,0,0
7778,Algeria,DZA,20200308,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,1,1,0,0,0,0,,17,0,5.56,5.56,9.52,9.52,3.85,3.85,4.55,4.55,0,0
7779,Algeria,DZA,20200309,0,,0,,0,,0,,0,,0,,0,,0,0,,0,0,0,1,1,0,0,0,0,,20,0,5.56,5.56,9.52,9.52,3.85,3.85,4.55,4.55,0,0
7780,Algeria,DZA,20200310,0,,0,,2,1,0,,0,,0,,0,,0,0,,0,0,0,1,1,0,0,0,0,,20,0,16.67,16.67,23.81,23.81,11.54,11.54,13.64,13.64,0,0
7781,Algeria,DZA,20200311,0,,0,,2,1,0,,0,,0,,0,,0,0,,0,0,0,1,1,0,0,0,0,,20,0,16.67,16.67,23.81,23.81,11.54,11.54,13.64,13.64,0,0
7782,Algeria,DZA,20200312,3,1,0,,2,1,0,,0,,0,,0,,1,0,,0,0,0,1,1,0,0,0,0,,20,0,30.56,30.56,41.67,41.67,21.15,21.15,25,25,0,0
7783,Algeria,DZA,20200313,3,1,0,,2,1,0,,0,,0,,0,,1,0,,0,0,0,1,1,0,0,0,0,,25,1,30.56,30.56,41.67,41.67,21.15,21.15,25,25,0,0
7784,Algeria,DZA,20200314,3,1,0,,2,1,0,,0,,0,,0,,3,0,,0,0,0,1,1,0,0,0,0,,26,2,36.11,36.11,48.81,48.81,25,25,29.55,29.55,0,0
7785,Algeria,DZA,20200315,3,1,0,,2,1,0,,0,,0,,0,,3,0,,0,0,0,1,1,0,0,0,0,,37,2,36.11,36.11,48.81,48.81,25,25,29.55,29.55,0,0
7786,Algeria,DZA,20200316,3,1,0,,2,1,0,,0,,0,,0,,3,0,,0,0,0,1,1,0,0,0,0,,48,4,36.11,36.11,48.81,48.81,25,25,29.55,29.55,0,0
7787,Algeria,DZA,20200317,3,1,0,,2,1,0,,0,,0,,0,,4,0,,0,0,0,1,1,0,0,0,0,,58,4,38.89,38.89,52.38,52.38,26.92,26.92,31.82,31.82,0,0
7788,Algeria,DZA,20200318,3,1,0,,2,1,0,,0,,0,,0,,4,0,,0,0,0,1,1,0,0,0,0,,60,5,38.89,38.89,52.38,52.38,26.92,26.92,31.82,31.82,0,0
7789,Algeria,DZA,20200319,3,1,0,,2,1,0,,0,,0,,0,,4,0,,0,0,0,1,1,0,0,0,0,,72,6,38.89,38.89,52.38,52.38,26.92,26.92,31.82,31.82,0,0
7790,Algeria,DZA,20200320,3,1,0,,2,1,0,,0,,0,,0,,4,0,,0,0,0,1,1,0,0,0,0,,90,7,38.89,38.89,52.38,52.38,26.92,26.92,31.82,31.82,0,0
7791,Algeria,DZA,20200321,3,1,0,,2,1,0,,0,,0,,0,,4,0,,0,0,0,1,1,0,0,0,0,,102,10,38.89,38.89,52.38,52.38,26.92,26.92,31.82,31.82,0,0
7792,Algeria,DZA,20200322,3,1,0,,2,1,0,,0,,0,,0,,4,0,,0,0,0,1,1,0,0,100000000,0,,139,15,38.89,38.89,52.38,52.38,26.92,26.92,31.82,31.82,0,0
7793,Algeria,DZA,20200323,3,1,2,1,2,1,0,,2,1,3,0,2,0,4,0,,0,0,0,1,1,0,0,0,0,,201,17,75,75,88.1,88.1,51.92,51.92,61.36,61.36,0,0
7794,Algeria,DZA,20200324,3,1,2,1,2,1,0,,2,1,3,0,2,0,4,0,,0,0,0,1,1,0,0,0,0,,230,17,75,75,88.1,88.1,51.92,51.92,61.36,61.36,0,0
7795,Algeria,DZA,20200325,3,1,2,1,2,1,0,,2,1,3,0,2,0,4,0,,0,0,0,1,1,0,0,0,0,,264,19,75,75,88.1,88.1,51.92,51.92,61.36,61.36,0,0
7796,Algeria,DZA,20200326,3,1,2,1,2,1,0,,2,1,3,0,2,0,4,0,,0,0,0,1,1,0,0,0,0,,302,21,75,75,88.1,88.1,51.92,51.92,61.36,61.36,0,0
7797,Algeria,DZA,20200327,3,1,2,1,2,1,0,,2,1,3,0,2,0,4,0,,0,0,0,1,1,0,0,0,0,,367,25,75,75,88.1,88.1,51.92,51.92,61.36,61.36,0,0
7798,Algeria,DZA,20200328,3,1,2,1,2,1,0,,2,1,3,0,2,0,4,0,,0,0,0,1,1,0,0,0,0,,409,26,75,75,88.1,88.1,51.92,51.92,61.36,61.36,0,0
7799,Algeria,DZA,20200329,3,1,2,1,2,1,0,,2,1,3,0,2,0,4,0,,0,0,0,1,1,0,0,0,0,,454,29,75,75,88.1,88.1,51.92,51.92,61.36,61.36,0,0
7800,Algeria,DZA,20200330,3,1,3,0,2,1,4,0,2,1,3,0,2,0,4,0,,0,0,0,1,1,0,0,0,0,,511,31,86.57,86.57,88.1,88.1,59.94,59.94,70.83,70.83,0,0
7801,Algeria,DZA,20200331,3,1,3,0,2,1,4,0,2,1,3,0,2,0,4,0,,0,0,0,1,1,0,0,0,0,,584,35,86.57,86.57,88.1,88.1,59.94,59.94,70.83,70.83,0,0
7802,Algeria,DZA,20200401,3,1,3,0,2,1,4,0,2,1,3,0,2,0,4,0,,0,0,0,1,1,0,0,0,0,,716,44,86.57,86.57,88.1,88.1,59.94,59.94,70.83,70.83,0,0
7803,Algeria,DZA,20200402,3,1,3,0,2,1,4,0,2,1,3,0,2,0,4,0,,0,0,0,1,1,0,0,0,0,,847,58,86.57,86.57,88.1,88.1,59.94,59.94,70.83,70.83,0,0
7804,Algeria,DZA,20200403,3,1,3,0,2,1,4,0,2,1,3,0,2,0,4,0,,0,0,0,1,1,0,0,0,0,,986,63,86.57,86.57,88.1,88.1,59.94,59.94,70.83,70.83,0,0
7805,Algeria,DZA,20200404,3,1,3,0,2,1,4,0,2,1,3,0,2,0,4,0,,1,0,0,1,1,0,0,0,0,,1171,105,86.57,86.57,88.1,88.1,63.78,63.78,70.83,70.83,25,25
7806,Algeria,DZA,20200405,3,1,3,0,2,1,4,0,2,1,3,0,2,0,4,0,,1,0,0,1,1,0,0,0,0,,1251,130,86.57,86.57,88.1,88.1,63.78,63.78,70.83,70.83,25,25
7807,Algeria,DZA,20200406,3,1,3,0,2,1,4,0,2,1,3,0,2,0,4,0,,1,0,0,1,1,0,0,0,0,,1320,152,86.57,86.57,88.1,88.1,63.78,63.78,70.83,70.83,25,25
